id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols are used to create network connections.,2,1,1.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They help in storing network routes.,3,3,3.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols are used to backup network routes.,1,1,1.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They ensure efficient data routing across networks.,5,5,5.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols determine optimal network paths.,4,4,4.0
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They're used to create network paths.,2,1,1.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,Routing protocols help in finding efficient network paths.,5,4,4.5
112.8,What is the purpose of routing protocols in computer networks?,To determine the best path for data packets to travel through a network.,They determine the best paths for data transmission.,4,4,4.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns offer proven solutions to recurring software design problems.,5,5,5.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They provide standardized solutions to common software design challenges.,5,4,4.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns help in solving common software design problems.,4,4,4.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They offer reusable solutions to software design challenges.,4,3,3.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns are used to write code.,1,1,1.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They're used to debug code.,2,1,1.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns are used to store code.,1,1,1.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They help in solving common software design challenges.,5,4,4.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns provide solutions to software design problems.,4,4,4.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They're used to create code.,2,2,2.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns help in solving software design challenges.,5,4,4.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They offer solutions to common design problems.,4,4,4.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns are used to edit code.,2,1,1.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They help in creating code faster.,3,3,3.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns are used to backup code.,1,1,1.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They provide reusable solutions to design challenges.,5,5,5.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns offer solutions to common problems.,4,4,4.0
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They're used to create design solutions.,2,1,1.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,Design patterns help in solving design challenges.,5,4,4.5
112.9,What is the purpose of design patterns in software engineering?,To provide reusable solutions to common software design problems.,They provide solutions to common design problems.,4,4,4.0
112.10,What is the purpose of gradient descent in machine learning?,To minimize the loss function by iteratively adjusting model parameters.,Gradient descent helps in finding the optimal model parameters by minimizing the loss function through iterative updates.,5,5,5.0
112.10,What is the purpose of gradient descent in machine learning?,To minimize the loss function by iteratively adjusting model parameters.,It enables finding the minimum of a function by following the negative gradient.,5,4,4.5
